StudentID,TrialNum,Stimulus,Rating
2,48,2,7
2,49,31,8
2,50,79,3
2,51,14,8
2,52,92,6
2,53,41,6
2,54,17,5
2,55,80,7
2,56,68,6
2,57,45,7
2,58,53,4
2,59,73,11
2,60,30,6
2,61,44,4
2,62,87,4
2,63,77,4
2,64,20,4
2,65,25,7
2,66,99,4
2,67,89,2
2,68,21,2
2,69,85,7
2,70,63,4
2,71,28,6
2,72,51,5
2,73,60,5
2,74,3,5
2,75,33,8
2,76,93,7
2,77,19,5
2,78,75,7
2,79,4,2
2,80,39,7
2,81,15,6
2,82,18,8
2,83,27,7
2,84,62,5
2,85,50,5
2,86,24,6
2,87,32,3
2,88,59,5
2,89,71,9
2,90,86,3
2,91,76,7
2,92,83,6
2,93,42,12
2,94,22,8
2,95,91,6
2,96,81,8
2,97,54,5
2,98,55,7
2,99,100,8
2,100,1,5
3,1,27,7
3,2,55,4
3,3,66,8
3,4,29,5
3,5,24,7
3,6,15,7
3,7,57,8
3,8,36,3
3,9,73,5
3,10,1,6
3,11,7,6
3,12,89,2
3,13,4,8
3,14,3,7
3,15,70,7
3,16,46,7
3,17,58,5
3,18,69,4
3,19,37,4
3,20,80,9
3,21,13,5
3,22,67,7
3,23,10,5
3,24,33,7
3,25,39,5
3,26,44,4
3,27,20,4
3,28,17,5
3,29,62,5
3,30,64,7
3,31,18,7
3,32,43,4
3,33,99,6
3,34,60,6
3,35,86,5
3,36,25,4
3,37,68,5
3,38,54,4
3,39,79,5
3,40,77,3
3,41,21,6
3,42,48,6
3,43,38,2
3,44,19,5
3,45,52,6
3,46,51,3
3,47,5,6
3,48,28,7
3,49,6,5
3,50,42,5
3,51,34,6
3,52,45,9
3,53,26,2
3,54,35,3
3,55,47,2
3,56,14,3
3,57,87,6
3,58,72,9
3,59,95,6
3,60,81,7
3,61,71,4
3,62,23,3
3,63,9,5
3,64,32,5
3,65,85,5
3,66,84,3
3,67,98,7
3,68,83,4
3,69,65,6
3,70,31,6
3,71,12,6
3,72,93,6
3,73,53,3
3,74,22,7
3,75,88,4
3,76,100,10
3,77,40,3
3,78,75,9
3,79,92,7
3,80,59,2
3,81,90,2
3,82,49,5
3,83,41,6
3,84,76,4
3,85,2,6
3,86,16,7
3,87,96,4
3,88,61,4
3,89,8,5
3,90,30,5
3,91,97,4
3,92,91,4
3,93,82,5
3,94,56,5
3,95,94,7
3,96,11,5
3,97,50,6
3,98,63,5
3,99,78,6
3,100,74,7
4,1,59,4
4,2,25,8
4,3,15,6
4,4,1,5
4,5,82,7
4,6,98,6
4,7,72,5
4,8,10,8
4,9,66,4
4,10,47,5
4,11,43,5
4,12,62,6
4,13,45,10
4,14,40,5
4,15,95,4
4,16,27,9
4,17,9,4
4,18,49,5
4,19,11,7
4,20,94,5
4,21,19,3
4,22,83,7
4,23,92,4
4,24,93,9
4,25,58,6
4,26,18,9
4,27,75,9
4,28,14,5
4,29,26,2
4,30,64,4
4,31,80,5
4,32,90,4
4,33,2,4
4,34,55,9
4,35,81,8
4,36,85,4
4,37,87,5
4,38,100,9
4,39,69,3
4,40,86,5
4,41,88,4
4,42,37,4
4,43,54,3
4,44,65,3
4,45,7,6
4,46,67,3
4,47,99,4
4,48,46,5
4,49,29,4
4,50,56,5
4,51,91,6
4,52,17,0
4,53,70,1
4,54,22,8
4,55,38,5
4,56,6,3
4,57,61,4
4,58,44,5
4,59,79,3
4,60,53,3
4,61,23,6
4,62,97,5
4,63,48,1
4,64,39,7
4,65,76,4
4,66,77,3
4,67,71,7
4,68,30,5
4,69,3,6
4,70,35,4
4,71,21,6
4,72,52,6
4,73,51,2
4,74,34,5
4,75,32,5
4,76,31,6
4,77,96,8
4,78,68,6
4,79,13,3
4,80,36,5
4,81,16,6
4,82,73,6
4,83,78,6
4,84,42,7
4,85,12,8
4,86,20,2
4,87,33,6
4,88,28,7
4,89,8,10
4,90,5,5
4,91,63,4
4,92,60,6
4,93,74,8
4,94,50,3
4,95,57,6
4,96,24,6
4,97,89,2
4,98,41,5
4,99,4,3
4,100,84,7
5,1,46,4
5,2,47,4
5,3,42,8
5,4,43,3
5,5,37,7
5,6,32,4
5,7,81,7
5,8,8,7
5,9,58,6
5,10,72,5
5,11,21,7
5,12,67,7
5,13,77,1
5,14,3,7
5,15,51,2
5,16,1,8
5,17,74,6
5,18,80,7
5,19,48,3
5,20,7,3
5,21,99,4
5,22,98,6
5,23,82,3
5,24,23,7
5,25,54,5
5,26,95,7
5,27,28,6
5,28,30,4
5,29,73,6
5,30,29,3
5,31,60,6
5,32,27,6
5,33,85,4
5,34,91,7
5,35,40,5
5,36,16,7
5,37,68,4
5,38,55,4
5,39,39,5
5,40,86,-0
5,41,26,5
5,42,56,9
5,43,53,6
5,44,9,3
5,45,75,4
5,46,22,5
5,47,33,8
5,48,79,4
5,49,70,6
5,50,25,9
5,51,24,6
5,52,78,6
5,53,71,9
5,54,20,1
5,55,94,7
5,56,66,3
5,57,87,4
5,58,19,5
5,59,5,5
5,60,61,3
5,61,36,4
5,62,2,7
5,63,100,7
5,64,38,1
5,65,84,4
5,66,15,6
5,67,13,2
5,68,65,3
5,69,11,7
5,70,35,3
5,71,4,4
5,72,76,7
5,73,44,5
5,74,92,4
5,75,62,2
5,76,89,5
5,77,57,4
5,78,64,6
5,79,6,3
5,80,90,5
5,81,93,4
5,82,12,6
5,83,88,6
5,84,45,7
5,85,50,7
5,86,69,5
5,87,14,4
5,88,83,5
5,89,52,3
5,90,31,6
5,91,97,5
5,92,34,4
5,93,41,5
5,94,96,7
5,95,59,6
5,96,63,8
5,97,17,5
5,98,49,3
5,99,18,8
5,100,10,8
6,1,15,6
6,2,99,9
6,3,82,3
6,4,43,6
6,5,13,6
6,6,40,5
6,7,97,4
6,8,24,7
6,9,6,4
6,10,59,5
6,11,58,4
6,12,25,6
6,13,50,5
6,14,74,7
6,15,94,5
6,16,11,4
6,17,61,3
6,18,38,4
6,19,12,4
6,20,89,4
6,21,85,6
6,22,80,4
6,23,66,8
6,24,92,3
6,25,39,6
6,26,2,7
6,27,35,3
6,28,78,7
6,29,96,9
6,30,88,6
6,31,19,8
6,32,4,3
6,33,51,4
6,34,23,7
6,35,62,3
6,36,73,2
6,37,36,2
6,38,44,5
6,39,49,7
6,40,93,4
6,41,46,7
6,42,75,6
6,43,45,9
6,44,10,8
6,45,53,4
6,46,84,7
6,47,8,8
6,48,18,8
6,49,33,8
6,50,72,8
6,51,98,5
6,52,7,5
6,53,77,2
6,54,71,7
6,55,90,4
6,56,47,2
6,57,30,5
6,58,26,4
6,59,16,8
6,60,3,7
6,61,60,3
6,62,52,3
6,63,69,6
6,64,79,3
6,65,67,3
6,66,55,6
6,67,91,8
6,68,68,4
6,69,65,1
6,70,54,6
6,71,83,8
6,72,5,7
6,73,64,4
6,74,20,3
6,75,21,6
6,76,14,7
6,77,32,6
6,78,22,5
6,79,31,5
6,80,41,5
6,81,48,4
6,82,1,5
6,83,87,6
6,84,81,7
6,85,57,4
6,86,76,3
6,87,28,6
6,88,34,4
6,89,100,6
6,90,42,8
6,91,86,4
6,92,63,9
6,93,95,6
6,94,56,7
6,95,9,4
6,96,70,6
6,97,27,5
6,98,29,6
6,99,37,6
6,100,17,5
7,1,30,4
7,2,79,3
7,3,60,8
7,4,67,1
7,5,25,5
7,6,61,2
7,7,22,7
7,8,15,6
7,9,11,7
7,10,74,6
7,11,68,4
7,12,50,5
7,13,55,5
7,14,1,4
7,15,56,4
7,16,44,5
7,17,41,6
7,18,32,5
7,19,82,8
7,20,97,6
7,21,10,9
7,22,53,4
7,23,35,4
7,24,3,9
7,25,34,4
7,26,24,4
7,27,18,7
7,28,90,6
7,29,78,5
7,30,6,5
7,31,47,5
7,32,39,5
7,33,87,5
7,34,40,6
7,35,84,6
7,36,98,9
7,37,83,5
7,38,69,4
7,39,77,1
7,40,46,5
7,41,64,7
7,42,12,5
7,43,37,5
7,44,85,4
7,45,71,7
7,46,23,6
7,47,58,5
7,48,17,4
7,49,75,6
7,50,65,5
7,51,91,8
7,52,93,6
7,53,86,5
7,54,72,5
7,55,4,5
7,56,21,5
7,57,88,3
7,58,19,6
7,59,42,5
7,60,38,3
7,61,73,7
7,62,94,6
7,63,52,5
7,64,14,5
7,65,9,4
7,66,13,6
7,67,26,2
7,68,99,6
7,69,2,8
7,70,49,3
7,71,36,3
7,72,95,8
7,73,70,4
7,74,59,5
7,75,63,6
7,76,54,3
7,77,43,5
7,78,48,5
7,79,62,8
7,80,80,6
7,81,20,2
7,82,5,4
7,83,33,6
7,84,31,8
7,85,29,2
7,86,81,4
7,87,89,4
7,88,57,8
7,89,51,1
7,90,16,9
7,91,27,8
7,92,8,5
7,93,45,8
7,94,96,7
7,95,100,10
7,96,7,8
7,97,76,3
7,98,66,8
7,99,92,5
7,100,28,8
8,1,35,8
8,2,31,5
8,3,25,6
8,4,57,7
8,5,13,7
8,6,66,8
8,7,48,2
8,8,2,4
8,9,36,5
8,10,87,6
8,11,80,7
8,12,1,5
8,13,94,4
8,14,61,2
8,15,30,7
8,16,65,6
8,17,97,5
8,18,91,5
8,19,17,7
8,20,72,7
8,21,60,7
8,22,4,3
8,23,55,5
8,24,59,2
8,25,68,6
8,26,67,5
8,27,8,8
8,28,16,7
8,29,32,3
8,30,39,6
8,31,81,7
8,32,75,7
8,33,15,7
8,34,77,2
8,35,95,4
8,36,12,4
8,37,64,6
8,38,53,7
8,39,24,5
8,40,83,7
8,41,96,6
8,42,44,4
8,43,42,6
8,44,90,5
8,45,58,7
8,46,50,5
8,47,69,4
8,48,11,10
8,49,47,5
8,50,23,5
8,51,37,8
8,52,62,7
8,53,70,6
8,54,85,6
8,55,89,7
8,56,20,4
8,57,79,6
8,58,18,8
8,59,43,6
8,60,34,4
8,61,93,8
8,62,9,3
8,63,5,4
8,64,63,6
8,65,46,4
8,66,14,8
8,67,76,3
8,68,92,7
8,69,86,3
8,70,45,6
8,71,74,7
8,72,71,5
8,73,6,3
8,74,38,6
8,75,73,4
8,76,22,9
8,77,40,7
8,78,84,7
8,79,3,6
8,80,82,3
8,81,41,9
8,82,52,5
8,83,19,5
8,84,26,4
8,85,88,5
8,86,56,6
8,87,99,6
8,88,7,8
8,89,54,5
8,90,10,10
8,91,29,3
8,92,33,7
8,93,100,9
8,94,78,7
8,95,28,5
8,96,51,3
8,97,49,7
8,98,98,4
8,99,21,6
8,100,27,7
9,1,69,7
9,2,70,4
9,3,15,8
9,4,20,3
9,5,53,4
9,6,3,4
9,7,83,7
9,8,64,5
9,9,82,6
9,10,68,3
9,11,84,3
9,12,94,5
9,13,76,5
9,14,49,5
9,15,13,2
9,16,26,6
9,17,50,5
9,18,80,7
9,19,28,6
9,20,90,6
9,21,19,4
9,22,97,5
9,23,59,5
9,24,61,4
9,25,17,4
9,26,4,4
9,27,11,9
9,28,72,8
9,29,51,5
9,30,54,6
9,31,24,8
9,32,48,6
9,33,71,8
9,34,88,4
9,35,56,4
9,36,5,8
9,37,18,8
9,38,58,5
9,39,46,8
9,40,29,4
9,41,55,7
9,42,32,5
9,43,36,2
9,44,86,3
9,45,74,4
9,46,38,2
9,47,65,3
9,48,37,7
9,49,89,4
9,50,25,7
9,51,23,7
9,52,7,6
9,53,100,7
9,54,62,6
9,55,27,4
9,56,98,6
9,57,44,2
9,58,22,5
9,59,66,6
9,60,47,6
9,61,9,2
9,62,43,5
9,63,79,4
9,64,21,9
9,65,33,7
9,66,93,8
9,67,78,5
9,68,99,3
9,69,67,5
9,70,30,5
9,71,52,6
9,72,2,6
9,73,92,5
9,74,57,6
9,75,60,5
9,76,77,7
9,77,73,5
9,78,91,6
9,79,31,7
9,80,8,7
9,81,6,3
9,82,81,6
9,83,63,5
9,84,16,5
9,85,85,6
9,86,40,6
9,87,35,2
9,88,87,5
9,89,42,9
9,90,1,7
9,91,14,3
9,92,10,8
9,93,41,7
9,94,96,6
9,95,34,7
9,96,12,8
9,97,45,9
9,98,39,4
9,99,95,3
9,100,75,5
10,1,53,4
10,2,43,5
10,3,78,6
10,4,47,4
10,5,16,7
10,6,28,7
10,7,75,9
10,8,61,1
10,9,99,5
10,10,74,5
10,11,10,7
10,12,77,2
10,13,59,3
10,14,32,5
10,15,76,8
10,16,36,3
10,17,90,7
10,18,92,7
10,19,71,6
10,20,86,5
10,21,73,4
10,22,81,6
10,23,65,4
10,24,70,3
10,25,19,3
10,26,24,3
10,27,46,5
10,28,84,6
10,29,62,5
10,30,87,3
10,31,55,4
10,32,20,8
10,33,44,3
10,34,22,5
10,35,67,3
10,36,97,4
10,37,57,3
10,38,93,9
10,39,9,2
10,40,35,4
10,41,91,5
10,42,18,4
10,43,56,6
10,44,14,5
10,45,42,6
10,46,66,5
10,47,4,4
10,48,94,3
10,49,34,4
10,50,21,3
10,51,83,5
10,52,2,8
10,53,12,5
10,54,60,6
10,55,5,6
10,56,48,4
10,57,89,0
10,58,100,7
10,59,27,7
10,60,98,6
10,61,23,5
10,62,80,7
10,63,52,2
10,64,39,4
10,65,11,10
10,66,1,8
10,67,58,5
10,68,30,7
10,69,85,5
10,70,79,4
10,71,64,4
10,72,95,6
10,73,6,5
10,74,50,4
10,75,38,4
10,76,72,6
10,77,51,4
10,78,17,4
10,79,63,5
10,80,82,8
10,81,26,3
10,82,54,7
10,83,41,7
10,84,49,5
10,85,31,7
10,86,13,5
10,87,15,9
10,88,33,8
10,89,40,7
10,90,37,2
10,91,88,5
10,92,45,7
10,93,25,8
10,94,8,5
10,95,96,5
10,96,3,8
10,97,29,3
10,98,7,3
10,99,68,5
10,100,69,6
11,1,27,6
11,2,68,5
11,3,82,8
11,4,24,6
11,5,87,6
11,6,72,7
11,7,17,2
11,8,59,3
11,9,78,4
11,10,96,10
11,11,40,6
11,12,37,5
11,13,64,3
11,14,45,7
11,15,90,5
11,16,47,6
11,17,20,3
11,18,52,4
11,19,14,7
11,20,89,1
11,21,63,5
11,22,65,2
11,23,28,6
11,24,19,4
11,25,12,8
11,26,33,4
11,27,1,5
11,28,34,6
11,29,29,1
11,30,67,7
11,31,2,6
11,32,13,4
11,33,50,5
11,34,5,3
11,35,16,6
11,36,94,5
11,37,66,7
11,38,22,9
11,39,70,4
11,40,49,1
11,41,93,10
11,42,44,5
11,43,39,7
11,44,83,7
11,45,84,5
11,46,57,5
11,47,10,11
11,48,21,6
11,49,79,6
11,50,95,7
11,51,36,7
11,52,62,6
11,53,76,2
11,54,11,9
11,55,100,6
11,56,77,4
11,57,53,4
11,58,85,5
11,59,98,8
11,60,48,5
11,61,7,6
11,62,92,9
11,63,58,4
11,64,71,8
11,65,18,9
11,66,99,6
11,67,9,3
11,68,32,4
11,69,73,5
11,70,15,7
11,71,43,3
11,72,61,4
11,73,3,4
11,74,8,6
11,75,86,4
11,76,80,3
11,77,91,5
11,78,69,4
11,79,55,8
11,80,6,5
11,81,74,7
11,82,88,4
11,83,25,7
11,84,41,5
11,85,30,5
11,86,54,3
11,87,26,5
11,88,42,7
11,89,38,3
11,90,97,4
11,91,46,4
11,92,56,6
11,93,31,6
11,94,4,2
11,95,23,6
11,96,35,5
11,97,60,4
11,98,75,5
11,99,51,4
11,100,81,3
12,1,82,6
12,2,95,4
12,3,13,4
12,4,41,8
12,5,35,3
12,6,88,5
12,7,28,5
12,8,49,3
12,9,47,6
12,10,71,6
12,11,69,4
12,12,70,5
12,13,2,4
12,14,92,6
12,15,8,7
12,16,34,9
12,17,39,4
12,18,50,6
12,19,98,6
12,20,11,7
12,21,100,9
12,22,15,10
12,23,66,6
12,24,9,2
12,25,21,7
12,26,67,3
12,27,19,6
12,28,75,6
12,29,68,4
12,30,24,6
12,31,96,9
12,32,58,2
12,33,59,3
12,34,10,8
12,35,97,3
12,36,77,7
12,37,90,4
12,38,26,6
12,39,6,2
12,40,74,5
12,41,29,4
12,42,63,8
12,43,33,9
12,44,93,6
12,45,54,6
12,46,23,6
12,47,83,5
12,48,87,7
12,49,65,3
12,50,72,5
12,51,46,6
12,52,14,6
12,53,57,6
12,54,43,3
12,55,18,7
12,56,80,6
12,57,64,6
12,58,5,7
12,59,55,3
12,60,17,5
12,61,51,6
12,62,84,5
12,63,3,6
12,64,31,6
12,65,62,8
12,66,91,7
12,67,52,4
12,68,30,5
12,69,48,4
12,70,85,4
12,71,61,5
12,72,25,5
12,73,86,4
12,74,22,6
12,75,40,7
12,76,94,7
12,77,45,7
12,78,76,5
12,79,53,5
12,80,1,7
12,81,60,4
12,82,99,4
12,83,7,5
12,84,81,5
12,85,32,3
12,86,79,5
12,87,37,7
12,88,36,4
12,89,4,5
12,90,89,5
12,91,12,8
12,92,27,8
12,93,78,4
12,94,38,5
12,95,73,4
12,96,16,8
12,97,20,3
12,98,56,5
12,99,42,7
12,100,44,7
13,1,16,4
13,2,31,2
13,3,44,4
13,4,82,7
13,5,20,3
13,6,88,5
13,7,99,5
13,8,97,5
13,9,10,9
13,10,70,5
13,11,73,8
13,12,75,5
13,13,11,9
13,14,28,7
13,15,34,5
13,16,78,8
13,17,14,4
13,18,13,6
13,19,93,6
13,20,86,3
13,21,3,4
13,22,60,5
13,23,26,5
13,24,83,4
13,25,69,5
13,26,47,4
13,27,24,5
13,28,18,6
13,29,64,6
13,30,91,5
13,31,48,7
13,32,72,5
13,33,8,8
13,34,1,6
13,35,62,3
13,36,15,8
13,37,42,7
13,38,98,8
13,39,49,3
13,40,53,4
13,41,6,5
13,42,94,4
13,43,33,7
13,44,19,5
13,45,63,5
13,46,7,3
13,47,74,7
13,48,79,4
13,49,37,6
13,50,59,5
13,51,67,6
13,52,61,5
13,53,17,5
13,54,45,8
13,55,68,4
13,56,29,5
13,57,46,4
13,58,95,5
13,59,41,9
13,60,51,3
13,61,57,6
13,62,21,4
13,63,12,7
13,64,39,5
13,65,52,7
13,66,89,3
13,67,80,8
13,68,23,8
13,69,40,7
13,70,58,6
13,71,92,5
13,72,77,5
13,73,9,3
13,74,66,8
13,75,5,4
13,76,54,6
13,77,84,3
13,78,85,7
13,79,90,2
13,80,50,6
13,81,4,4
13,82,87,6
13,83,65,4
13,84,43,5
13,85,30,7
13,86,81,5
13,87,55,5
13,88,2,7
13,89,56,6
13,90,32,5
13,91,27,3
13,92,35,4
13,93,36,4
13,94,76,4
13,95,22,6
13,96,100,7
13,97,96,5
13,98,25,7
13,99,71,9
13,100,38,3
14,1,53,2
14,2,17,4
14,3,55,7
14,4,62,4
14,5,49,5
14,6,77,4
14,7,99,6
14,8,91,7
14,9,74,7
14,10,19,2
14,11,59,3
14,12,83,3
14,13,42,8
14,14,66,10
14,15,57,5
14,16,100,6
14,17,45,8
14,18,81,8
14,19,56,7
14,20,80,8
14,21,4,2
14,22,68,6
14,23,24,6
14,24,90,7
14,25,60,5
14,26,65,3
14,27,34,4
14,28,9,4
14,29,87,4
14,30,38,3
14,31,86,4
14,32,40,6
14,33,11,6
14,34,64,5
14,35,6,2
14,36,58,7
14,37,26,6
14,38,63,4
14,39,39,4
14,40,21,6
14,41,18,6
14,42,32,6
14,43,31,6
14,44,41,9
14,45,3,5
14,46,54,5
14,47,22,5
14,48,48,3
14,49,46,6
14,50,94,3
14,51,51,3
14,52,61,3
14,53,8,4
14,54,15,5
14,55,70,8
14,56,14,6
14,57,28,5
14,58,85,7
14,59,93,4
14,60,82,3
14,61,16,7
14,62,95,4
14,63,97,7
14,64,98,6
14,65,13,6
14,66,71,6
14,67,10,10
14,68,43,4
14,69,36,5
14,70,2,7
14,71,78,7
14,72,29,3
14,73,1,6
14,74,89,4
14,75,5,6
14,76,12,3
14,77,79,4
14,78,75,10
14,79,96,5
14,80,30,8
14,81,72,5
14,82,67,5
14,83,37,5
14,84,44,3
14,85,88,5
14,86,92,4
14,87,27,7
14,88,25,5
14,89,52,5
14,90,7,6
14,91,73,7
14,92,20,7
14,93,47,4
14,94,76,3
14,95,69,4
14,96,33,7
14,97,84,5
14,98,23,7
14,99,35,5
14,100,50,4
15,1,64,7
15,2,90,6
15,3,89,-1
15,4,50,4
15,5,92,5
15,6,32,6
15,7,68,7
15,8,94,3
15,9,2,10
15,10,66,7
15,11,35,1
15,12,26,4
15,13,69,4
15,14,38,3
15,15,99,2
15,16,49,5
15,17,76,3
15,18,87,4
15,19,37,7
15,20,39,5
15,21,36,4
15,22,79,4
15,23,48,3
15,24,44,3
15,25,65,4
15,26,3,6
15,27,74,5
15,28,97,5
15,29,15,7
15,30,56,9
15,31,88,5
15,32,8,7
15,33,4,6
15,34,6,3
15,35,9,4
15,36,42,9
15,37,83,5
15,38,62,5
15,39,53,5
15,40,59,3
15,41,51,4
15,42,73,5
15,43,75,5
15,44,98,6
15,45,93,8
15,46,47,3
15,47,28,4
15,48,81,6
15,49,60,5
15,50,21,5
15,51,57,6
15,52,19,3
15,53,80,6
15,54,29,6
15,55,63,5
15,56,31,6
15,57,54,5
15,58,55,5
15,59,95,4
15,60,84,4
15,61,67,4
15,62,91,8
15,63,40,5
15,64,16,6
15,65,77,2
15,66,23,5
15,67,78,9
15,68,71,6
15,69,17,4
15,70,33,6
15,71,70,2
15,72,14,4
15,73,96,9
15,74,12,8
15,75,22,5
15,76,24,4
15,77,41,6
15,78,85,4
15,79,46,6
15,80,1,4
15,81,27,6
15,82,34,5
15,83,30,7
15,84,72,5
15,85,43,3
15,86,100,6
15,87,61,3
15,88,58,5
15,89,86,2
15,90,25,8
15,91,7,3
15,92,10,11
15,93,18,8
15,94,45,8
15,95,5,9
15,96,13,8
15,97,20,2
15,98,82,4
15,99,52,6
15,100,11,9
16,1,36,5
16,2,85,4
16,3,46,4
16,4,96,7
16,5,51,6
16,6,60,2
16,7,5,5
16,8,100,8
16,9,28,3
16,10,99,7
16,11,20,3
16,12,17,4
16,13,32,4
16,14,92,5
16,15,39,6
16,16,24,2
16,17,54,5
16,18,27,5
16,19,3,7
16,20,62,3
16,21,69,5
16,22,86,1
16,23,23,6
16,24,63,5
16,25,74,5
16,26,15,6
16,27,10,6
16,28,43,5
16,29,50,6
16,30,97,6
16,31,94,7
16,32,41,6
16,33,6,5
16,34,83,5
16,35,21,7
16,36,18,7
16,37,57,6
16,38,78,4
16,39,37,7
16,40,44,3
16,41,79,6
16,42,82,5
16,43,16,7
16,44,29,7
16,45,49,4
16,46,53,4
16,47,67,5
16,48,48,3
16,49,30,7
16,50,14,4
16,51,34,6
16,52,42,8
16,53,98,7
16,54,35,3
16,55,19,6
16,56,45,8
16,57,55,6
16,58,40,6
16,59,65,5
16,60,93,9
16,61,31,6
16,62,4,7
16,63,9,3
16,64,71,6
16,65,89,3
16,66,13,5
16,67,84,7
16,68,12,6
16,69,75,9
16,70,56,4
16,71,26,3
16,72,7,4
16,73,80,6
16,74,90,5
16,75,38,1
16,76,61,2
16,77,68,7
16,78,95,5
16,79,47,4
16,80,64,8
16,81,2,6
16,82,70,8
16,83,22,5
16,84,66,5
16,85,73,7
16,86,25,8
16,87,11,7
16,88,1,7
16,89,33,8
16,90,8,5
16,91,81,4
16,92,72,7
16,93,59,3
16,94,88,8
16,95,77,3
16,96,91,5
16,97,87,5
16,98,58,5
16,99,52,3
16,100,76,6
17,1,26,3
17,2,90,4
17,3,77,3
17,4,100,6
17,5,73,5
17,6,89,3
17,7,20,5
17,8,63,4
17,9,3,7
17,10,94,5
17,11,82,3
17,12,71,7
17,13,42,10
17,14,51,3
17,15,47,5
17,16,12,6
17,17,22,7
17,18,53,5
17,19,17,3
17,20,18,8
17,21,21,7
17,22,48,5
17,23,50,6
17,24,14,4
17,25,5,6
17,26,13,5
17,27,92,6
17,28,23,4
17,29,76,3
17,30,88,6
17,31,40,8
17,32,34,7
17,33,56,6
17,34,37,5
17,35,52,3
17,36,46,5
17,37,29,3
17,38,65,4
17,39,81,4
17,40,91,4
17,41,19,7
17,42,36,1
17,43,97,3
17,44,58,6
17,45,25,8
17,46,16,5
17,47,9,4
17,48,62,4
17,49,93,5
17,50,28,7
17,51,15,7
17,52,60,2
17,53,84,2
17,54,78,6
17,55,75,8
17,56,2,8
17,57,83,7
17,58,27,4
17,59,39,6
17,60,85,6
17,61,98,4
17,62,32,7
17,63,59,2
17,64,96,8
17,65,44,5
17,66,79,3
17,67,1,3
17,68,55,7
17,69,86,2
17,70,43,7
17,71,95,8
17,72,30,5
17,73,66,5
17,74,24,5
17,75,38,4
17,76,31,4
17,77,68,6
17,78,80,5
17,79,33,7
17,80,99,7
17,81,57,3
17,82,8,4
17,83,87,5
17,84,64,7
17,85,10,6
17,86,41,7
17,87,49,3
17,88,69,6
17,89,7,6
17,90,72,10
17,91,54,4
17,92,67,4
17,93,4,9
17,94,6,5
17,95,45,6
17,96,70,2
17,97,74,7
17,98,61,2
17,99,11,8
17,100,35,5
18,1,86,1
18,2,7,6
18,3,87,4
18,4,14,3
18,5,65,5
18,6,40,6
18,7,18,8
18,8,98,3
18,9,61,4
18,10,62,5
18,11,58,6
18,12,74,9
18,13,44,4
18,14,100,7
18,15,29,4
18,16,47,8
18,17,42,9
18,18,16,11
18,19,52,3
18,20,43,3
18,21,10,9
18,22,83,6
18,23,3,8
18,24,60,7
18,25,90,5
18,26,77,3
18,27,95,10
18,28,71,12
18,29,93,7
18,30,79,5
18,31,51,5
18,32,67,4
18,33,33,7
18,34,26,3
18,35,2,5
18,36,12,9
18,37,75,6
18,38,99,7
18,39,64,8
18,40,31,5
18,41,96,6
18,42,22,6
18,43,32,3
18,44,92,3
