UnRowID,SRN,cond,type,qu,rating
256,1003735,remain,auth,18,7
257,1003735,remain,auth,19,5
258,1003735,remain,auth,20,6
259,1003735,remain,auth,21,4
260,1003736,remain,dom,1,4
261,1003736,remain,dom,2,3
262,1003736,remain,dom,3,2
263,1003736,remain,dom,4,4
264,1003736,remain,dom,5,1
265,1003736,remain,dom,6,2
266,1003736,remain,dom,7,1
267,1003736,remain,dom,8,5
268,1003736,remain,dom,9,2
269,1003736,remain,dom,10,1
270,1003736,remain,dom,11,3
271,1003736,remain,dom,12,3
272,1003736,remain,dom,13,4
273,1003736,remain,dom,14,4
274,1003736,remain,dom,15,1
275,1003736,remain,dom,16,4
276,1003736,remain,auth,1,2
277,1003736,remain,auth,2,2
278,1003736,remain,auth,3,4
279,1003736,remain,auth,4,3
280,1003736,remain,auth,5,4
281,1003736,remain,auth,6,6
282,1003736,remain,auth,7,3
283,1003736,remain,auth,8,3
284,1003736,remain,auth,9,1
285,1003736,remain,auth,10,3
286,1003736,remain,auth,11,3
287,1003736,remain,auth,12,7
288,1003736,remain,auth,13,5
289,1003736,remain,auth,14,3
290,1003736,remain,auth,15,4
291,1003736,remain,auth,16,3
292,1003736,remain,auth,17,4
293,1003736,remain,auth,18,3
294,1003736,remain,auth,19,3
295,1003736,remain,auth,20,2
296,1003736,remain,auth,21,1
297,1003737,remain,dom,1,1
298,1003737,remain,dom,2,3
299,1003737,remain,dom,3,1
300,1003737,remain,dom,4,1
301,1003737,remain,dom,5,1
302,1003737,remain,dom,6,5
303,1003737,remain,dom,7,3
304,1003737,remain,dom,8,1
305,1003737,remain,dom,9,2
306,1003737,remain,dom,10,2
307,1003737,remain,dom,11,2
308,1003737,remain,dom,12,1
309,1003737,remain,dom,13,2
310,1003737,remain,dom,14,3
311,1003737,remain,dom,15,3
312,1003737,remain,dom,16,3
313,1003737,remain,auth,1,2
314,1003737,remain,auth,2,3
315,1003737,remain,auth,3,4
316,1003737,remain,auth,4,4
317,1003737,remain,auth,5,2
318,1003737,remain,auth,6,4
319,1003737,remain,auth,7,5
320,1003737,remain,auth,8,5
321,1003737,remain,auth,9,4
322,1003737,remain,auth,10,5
323,1003737,remain,auth,11,5
324,1003737,remain,auth,12,5
325,1003737,remain,auth,13,4
326,1003737,remain,auth,14,3
327,1003737,remain,auth,15,6
328,1003737,remain,auth,16,5
329,1003737,remain,auth,17,4
330,1003737,remain,auth,18,2
331,1003737,remain,auth,19,3
332,1003737,remain,auth,20,2
333,1003737,remain,auth,21,5
334,1003738,remain,dom,1,1
335,1003738,remain,dom,2,3
336,1003738,remain,dom,3,3
337,1003738,remain,dom,4,4
338,1003738,remain,dom,5,2
339,1003738,remain,dom,6,2
340,1003738,remain,dom,7,3
341,1003738,remain,dom,8,4
342,1003738,remain,dom,9,1
343,1003738,remain,dom,10,1
344,1003738,remain,dom,11,3
345,1003738,remain,dom,12,2
346,1003738,remain,dom,13,1
347,1003738,remain,dom,14,3
348,1003738,remain,dom,15,2
349,1003738,remain,dom,16,3
350,1003738,remain,auth,1,3
351,1003738,remain,auth,2,3
352,1003738,remain,auth,3,4
353,1003738,remain,auth,4,4
354,1003738,remain,auth,5,4
355,1003738,remain,auth,6,6
356,1003738,remain,auth,7,4
357,1003738,remain,auth,8,4
358,1003738,remain,auth,9,3
359,1003738,remain,auth,10,4
360,1003738,remain,auth,11,4
361,1003738,remain,auth,12,1
362,1003738,remain,auth,13,3
363,1003738,remain,auth,14,4
364,1003738,remain,auth,15,3
365,1003738,remain,auth,16,6
366,1003738,remain,auth,17,4
367,1003738,remain,auth,18,4
368,1003738,remain,auth,19,4
369,1003738,remain,auth,20,3
370,1003738,remain,auth,21,4
371,1003739,remain,dom,1,2
372,1003739,remain,dom,2,4
373,1003739,remain,dom,3,3
374,1003739,remain,dom,4,3
375,1003739,remain,dom,5,4
376,1003739,remain,dom,6,2
377,1003739,remain,dom,7,1
378,1003739,remain,dom,8,1
379,1003739,remain,dom,9,2
380,1003739,remain,dom,10,2
381,1003739,remain,dom,11,4
382,1003739,remain,dom,12,3
383,1003739,remain,dom,13,2
384,1003739,remain,dom,14,2
385,1003739,remain,dom,15,3
386,1003739,remain,dom,16,2
387,1003739,remain,auth,1,2
388,1003739,remain,auth,2,3
389,1003739,remain,auth,3,5
390,1003739,remain,auth,4,2
391,1003739,remain,auth,5,4
392,1003739,remain,auth,6,6
393,1003739,remain,auth,7,1
394,1003739,remain,auth,8,5
395,1003739,remain,auth,9,5
396,1003739,remain,auth,10,5
397,1003739,remain,auth,11,3
398,1003739,remain,auth,12,3
399,1003739,remain,auth,13,5
400,1003739,remain,auth,14,4
401,1003739,remain,auth,15,3
402,1003739,remain,auth,16,5
403,1003739,remain,auth,17,1
404,1003739,remain,auth,18,3
405,1003739,remain,auth,19,5
406,1003739,remain,auth,20,3
407,1003739,remain,auth,21,2
408,1003740,remain,dom,1,2
409,1003740,remain,dom,2,1
410,1003740,remain,dom,3,1
411,1003740,remain,dom,4,2
412,1003740,remain,dom,5,1
413,1003740,remain,dom,6,3
414,1003740,remain,dom,7,2
415,1003740,remain,dom,8,2
416,1003740,remain,dom,9,2
417,1003740,remain,dom,10,6
418,1003740,remain,dom,11,2
419,1003740,remain,dom,12,2
420,1003740,remain,dom,13,3
421,1003740,remain,dom,14,1
422,1003740,remain,dom,15,2
423,1003740,remain,dom,16,3
424,1003740,remain,auth,1,3
425,1003740,remain,auth,2,7
426,1003740,remain,auth,3,4
427,1003740,remain,auth,4,5
428,1003740,remain,auth,5,5
429,1003740,remain,auth,6,4
430,1003740,remain,auth,7,3
431,1003740,remain,auth,8,5
432,1003740,remain,auth,9,5
433,1003740,remain,auth,10,5
434,1003740,remain,auth,11,3
435,1003740,remain,auth,12,3
436,1003740,remain,auth,13,4
437,1003740,remain,auth,14,4
438,1003740,remain,auth,15,3
439,1003740,remain,auth,16,3
440,1003740,remain,auth,17,5
441,1003740,remain,auth,18,3
442,1003740,remain,auth,19,5
443,1003740,remain,auth,20,4
444,1003740,remain,auth,21,3
445,1003741,remain,dom,1,2
446,1003741,remain,dom,2,2
447,1003741,remain,dom,3,4
448,1003741,remain,dom,4,3
449,1003741,remain,dom,5,4
450,1003741,remain,dom,6,1
451,1003741,remain,dom,7,2
452,1003741,remain,dom,8,3
453,1003741,remain,dom,9,2
454,1003741,remain,dom,10,3
455,1003741,remain,dom,11,4
456,1003741,remain,dom,12,5
457,1003741,remain,dom,13,4
458,1003741,remain,dom,14,3
459,1003741,remain,dom,15,2
460,1003741,remain,dom,16,2
461,1003741,remain,auth,1,4
462,1003741,remain,auth,2,3
463,1003741,remain,auth,3,4
464,1003741,remain,auth,4,4
465,1003741,remain,auth,5,4
466,1003741,remain,auth,6,3
467,1003741,remain,auth,7,4
468,1003741,remain,auth,8,3
469,1003741,remain,auth,9,5
470,1003741,remain,auth,10,1
471,1003741,remain,auth,11,5
472,1003741,remain,auth,12,4
473,1003741,remain,auth,13,5
474,1003741,remain,auth,14,2
475,1003741,remain,auth,15,5
476,1003741,remain,auth,16,2
477,1003741,remain,auth,17,4
478,1003741,remain,auth,18,2
479,1003741,remain,auth,19,3
480,1003741,remain,auth,20,3
481,1003741,remain,auth,21,3
482,1003742,remain,dom,1,1
483,1003742,remain,dom,2,1
484,1003742,remain,dom,3,2
485,1003742,remain,dom,4,1
486,1003742,remain,dom,5,1
487,1003742,remain,dom,6,2
488,1003742,remain,dom,7,1
489,1003742,remain,dom,8,3
490,1003742,remain,dom,9,1
491,1003742,remain,dom,10,1
492,1003742,remain,dom,11,3
493,1003742,remain,dom,12,1
494,1003742,remain,dom,13,2
495,1003742,remain,dom,14,2
496,1003742,remain,dom,15,2
497,1003742,remain,dom,16,1
498,1003742,remain,auth,1,5
499,1003742,remain,auth,2,3
500,1003742,remain,auth,3,5
501,1003742,remain,auth,4,4
502,1003742,remain,auth,5,4
503,1003742,remain,auth,6,2
504,1003742,remain,auth,7,5
505,1003742,remain,auth,8,6
506,1003742,remain,auth,9,5
507,1003742,remain,auth,10,5
508,1003742,remain,auth,11,4
509,1003742,remain,auth,12,4
510,1003742,remain,auth,13,6
511,1003742,remain,auth,14,3
512,1003742,remain,auth,15,1
513,1003742,remain,auth,16,4
514,1003742,remain,auth,17,4
515,1003742,remain,auth,18,3
516,1003742,remain,auth,19,3
517,1003742,remain,auth,20,5
518,1003742,remain,auth,21,6
519,1003743,remain,dom,1,4
520,1003743,remain,dom,2,3
521,1003743,remain,dom,3,5
522,1003743,remain,dom,4,5
523,1003743,remain,dom,5,2
524,1003743,remain,dom,6,2
525,1003743,remain,dom,7,4
526,1003743,remain,dom,8,4
527,1003743,remain,dom,9,2
528,1003743,remain,dom,10,1
529,1003743,remain,dom,11,1
530,1003743,remain,dom,12,4
531,1003743,remain,dom,13,1
532,1003743,remain,dom,14,4
533,1003743,remain,dom,15,2
534,1003743,remain,dom,16,3
535,1003743,remain,auth,1,3
536,1003743,remain,auth,2,5
537,1003743,remain,auth,3,5
538,1003743,remain,auth,4,3
539,1003743,remain,auth,5,1
540,1003743,remain,auth,6,5
541,1003743,remain,auth,7,1
542,1003743,remain,auth,8,4
543,1003743,remain,auth,9,3
544,1003743,remain,auth,10,4
545,1003743,remain,auth,11,5
546,1003743,remain,auth,12,5
547,1003743,remain,auth,13,4
548,1003743,remain,auth,14,4
549,1003743,remain,auth,15,4
550,1003743,remain,auth,16,3
551,1003743,remain,auth,17,2
552,1003743,remain,auth,18,6
553,1003743,remain,auth,19,5
554,1003743,remain,auth,20,4
555,1003743,remain,auth,21,4
556,1003744,remain,dom,1,3
557,1003744,remain,dom,2,4
558,1003744,remain,dom,3,5
559,1003744,remain,dom,4,4
560,1003744,remain,dom,5,1
561,1003744,remain,dom,6,3
562,1003744,remain,dom,7,2
563,1003744,remain,dom,8,3
564,1003744,remain,dom,9,2
565,1003744,remain,dom,10,2
566,1003744,remain,dom,11,3
567,1003744,remain,dom,12,3
568,1003744,remain,dom,13,1
569,1003744,remain,dom,14,2
570,1003744,remain,dom,15,2
571,1003744,remain,dom,16,3
572,1003744,remain,auth,1,5
573,1003744,remain,auth,2,5
574,1003744,remain,auth,3,6
575,1003744,remain,auth,4,5
576,1003744,remain,auth,5,3
577,1003744,remain,auth,6,3
578,1003744,remain,auth,7,4
579,1003744,remain,auth,8,1
580,1003744,remain,auth,9,3
581,1003744,remain,auth,10,3
582,1003744,remain,auth,11,4
583,1003744,remain,auth,12,5
584,1003744,remain,auth,13,1
585,1003744,remain,auth,14,4
586,1003744,remain,auth,15,5
587,1003744,remain,auth,16,3
588,1003744,remain,auth,17,4
589,1003744,remain,auth,18,4
590,1003744,remain,auth,19,4
591,1003744,remain,auth,20,4
592,1003744,remain,auth,21,6
593,1003745,remain,dom,1,3
594,1003745,remain,dom,2,5
595,1003745,remain,dom,3,5
596,1003745,remain,dom,4,3
597,1003745,remain,dom,5,4
598,1003745,remain,dom,6,2
599,1003745,remain,dom,7,1
600,1003745,remain,dom,8,1
601,1003745,remain,dom,9,2
602,1003745,remain,dom,10,4
603,1003745,remain,dom,11,5
604,1003745,remain,dom,12,3
605,1003745,remain,dom,13,3
606,1003745,remain,dom,14,3
607,1003745,remain,dom,15,2
608,1003745,remain,dom,16,1
609,1003745,remain,auth,1,3
610,1003745,remain,auth,2,4
611,1003745,remain,auth,3,1
612,1003745,remain,auth,4,4
613,1003745,remain,auth,5,2
614,1003745,remain,auth,6,3
615,1003745,remain,auth,7,4
616,1003745,remain,auth,8,5
617,1003745,remain,auth,9,3
618,1003745,remain,auth,10,3
619,1003745,remain,auth,11,1
620,1003745,remain,auth,12,5
621,1003745,remain,auth,13,2
622,1003745,remain,auth,14,4
623,1003745,remain,auth,15,7
624,1003745,remain,auth,16,4
625,1003745,remain,auth,17,5
626,1003745,remain,auth,18,3
627,1003745,remain,auth,19,3
628,1003745,remain,auth,20,3
629,1003745,remain,auth,21,3
630,1003746,remain,dom,1,3
631,1003746,remain,dom,2,2
632,1003746,remain,dom,3,3
633,1003746,remain,dom,4,2
634,1003746,remain,dom,5,3
635,1003746,remain,dom,6,3
636,1003746,remain,dom,7,2
637,1003746,remain,dom,8,2
638,1003746,remain,dom,9,4
639,1003746,remain,dom,10,4
640,1003746,remain,dom,11,2
641,1003746,remain,dom,12,2
642,1003746,remain,dom,13,3
643,1003746,remain,dom,14,3
644,1003746,remain,dom,15,1
645,1003746,remain,dom,16,4
646,1003746,remain,auth,1,5
647,1003746,remain,auth,2,3
648,1003746,remain,auth,3,4
649,1003746,remain,auth,4,4
650,1003746,remain,auth,5,3
651,1003746,remain,auth,6,5
652,1003746,remain,auth,7,2
653,1003746,remain,auth,8,2
654,1003746,remain,auth,9,2
655,1003746,remain,auth,10,5
656,1003746,remain,auth,11,6
657,1003746,remain,auth,12,5
658,1003746,remain,auth,13,3
659,1003746,remain,auth,14,4
660,1003746,remain,auth,15,3
661,1003746,remain,auth,16,3
662,1003746,remain,auth,17,3
663,1003746,remain,auth,18,3
664,1003746,remain,auth,19,6
665,1003746,remain,auth,20,2
666,1003746,remain,auth,21,5
667,1003747,remain,dom,1,2
668,1003747,remain,dom,2,4
669,1003747,remain,dom,3,1
670,1003747,remain,dom,4,4
671,1003747,remain,dom,5,4
672,1003747,remain,dom,6,1
673,1003747,remain,dom,7,1
674,1003747,remain,dom,8,2
675,1003747,remain,dom,9,1
676,1003747,remain,dom,10,1
677,1003747,remain,dom,11,3
678,1003747,remain,dom,12,1
679,1003747,remain,dom,13,3
680,1003747,remain,dom,14,2
681,1003747,remain,dom,15,1
682,1003747,remain,dom,16,3
683,1003747,remain,auth,1,4
684,1003747,remain,auth,2,4
685,1003747,remain,auth,3,3
686,1003747,remain,auth,4,2
687,1003747,remain,auth,5,4
688,1003747,remain,auth,6,5
689,1003747,remain,auth,7,5
690,1003747,remain,auth,8,3
691,1003747,remain,auth,9,4
692,1003747,remain,auth,10,4
693,1003747,remain,auth,11,4
694,1003747,remain,auth,12,3
695,1003747,remain,auth,13,4
696,1003747,remain,auth,14,3
697,1003747,remain,auth,15,3
698,1003747,remain,auth,16,2
699,1003747,remain,auth,17,4
700,1003747,remain,auth,18,3
701,1003747,remain,auth,19,3
702,1003747,remain,auth,20,4
703,1003747,remain,auth,21,4
704,1003748,remain,dom,1,4
705,1003748,remain,dom,2,4
706,1003748,remain,dom,3,4
707,1003748,remain,dom,4,2
708,1003748,remain,dom,5,3
709,1003748,remain,dom,6,4
710,1003748,remain,dom,7,3
711,1003748,remain,dom,8,2
712,1003748,remain,dom,9,2
713,1003748,remain,dom,10,2
714,1003748,remain,dom,11,4
715,1003748,remain,dom,12,3
716,1003748,remain,dom,13,1
717,1003748,remain,dom,14,3
718,1003748,remain,dom,15,1
719,1003748,remain,dom,16,1
720,1003748,remain,auth,1,5
721,1003748,remain,auth,2,5
722,1003748,remain,auth,3,4
723,1003748,remain,auth,4,3
724,1003748,remain,auth,5,2
725,1003748,remain,auth,6,4
726,1003748,remain,auth,7,2
727,1003748,remain,auth,8,2
728,1003748,remain,auth,9,4
729,1003748,remain,auth,10,3
730,1003748,remain,auth,11,4
731,1003748,remain,auth,12,5
732,1003748,remain,auth,13,4
733,1003748,remain,auth,14,3
734,1003748,remain,auth,15,3
735,1003748,remain,auth,16,4
736,1003748,remain,auth,17,3
737,1003748,remain,auth,18,4
738,1003748,remain,auth,19,4
739,1003748,remain,auth,20,5
740,1003748,remain,auth,21,4
741,1003749,remain,dom,1,3
742,1003749,remain,dom,2,5
743,1003749,remain,dom,3,4
744,1003749,remain,dom,4,3
745,1003749,remain,dom,5,2
746,1003749,remain,dom,6,3
747,1003749,remain,dom,7,2
748,1003749,remain,dom,8,1
749,1003749,remain,dom,9,3
750,1003749,remain,dom,10,1
751,1003749,remain,dom,11,3
752,1003749,remain,dom,12,1
753,1003749,remain,dom,13,3
754,1003749,remain,dom,14,3
755,1003749,remain,dom,15,1
756,1003749,remain,dom,16,4
757,1003749,remain,auth,1,5
758,1003749,remain,auth,2,5
759,1003749,remain,auth,3,4
760,1003749,remain,auth,4,3
761,1003749,remain,auth,5,4
762,1003749,remain,auth,6,1
763,1003749,remain,auth,7,6
764,1003749,remain,auth,8,2
765,1003749,remain,auth,9,3
766,1003749,remain,auth,10,5
767,1003749,remain,auth,11,4
768,1003749,remain,auth,12,5
769,1003749,remain,auth,13,3
770,1003749,remain,auth,14,5
771,1003749,remain,auth,15,3
772,1003749,remain,auth,16,6
773,1003749,remain,auth,17,3
774,1003749,remain,auth,18,4
775,1003749,remain,auth,19,4
776,1003749,remain,auth,20,4
777,1003749,remain,auth,21,2
778,1003750,remain,dom,1,3
779,1003750,remain,dom,2,2
780,1003750,remain,dom,3,2
781,1003750,remain,dom,4,2
782,1003750,remain,dom,5,4
783,1003750,remain,dom,6,3
784,1003750,remain,dom,7,3
785,1003750,remain,dom,8,2
786,1003750,remain,dom,9,2
787,1003750,remain,dom,10,1
788,1003750,remain,dom,11,2
789,1003750,remain,dom,12,3
790,1003750,remain,dom,13,2
791,1003750,remain,dom,14,3
792,1003750,remain,dom,15,1
793,1003750,remain,dom,16,5
794,1003750,remain,auth,1,4
795,1003750,remain,auth,2,5
796,1003750,remain,auth,3,4
797,1003750,remain,auth,4,5
798,1003750,remain,auth,5,3
799,1003750,remain,auth,6,3
800,1003750,remain,auth,7,3
801,1003750,remain,auth,8,4
802,1003750,remain,auth,9,4
803,1003750,remain,auth,10,7
804,1003750,remain,auth,11,4
805,1003750,remain,auth,12,4
806,1003750,remain,auth,13,5
807,1003750,remain,auth,14,2
808,1003750,remain,auth,15,3
809,1003750,remain,auth,16,4
810,1003750,remain,auth,17,5
811,1003750,remain,auth,18,3
812,1003750,remain,auth,19,2
813,1003750,remain,auth,20,3
814,1003750,remain,auth,21,3
815,1003751,remain,dom,1,1
816,1003751,remain,dom,2,2
817,1003751,remain,dom,3,2
818,1003751,remain,dom,4,1
819,1003751,remain,dom,5,4
820,1003751,remain,dom,6,2
821,1003751,remain,dom,7,4
822,1003751,remain,dom,8,1
823,1003751,remain,dom,9,3
824,1003751,remain,dom,10,2
825,1003751,remain,dom,11,4
826,1003751,remain,dom,12,1
827,1003751,remain,dom,13,3
828,1003751,remain,dom,14,2
829,1003751,remain,dom,15,3
830,1003751,remain,dom,16,1
831,1003751,remain,auth,1,6
832,1003751,remain,auth,2,4
833,1003751,remain,auth,3,4
834,1003751,remain,auth,4,5
835,1003751,remain,auth,5,2
836,1003751,remain,auth,6,4
837,1003751,remain,auth,7,4
838,1003751,remain,auth,8,1
839,1003751,remain,auth,9,4
840,1003751,remain,auth,10,5
841,1003751,remain,auth,11,3
842,1003751,remain,auth,12,5
843,1003751,remain,auth,13,5
844,1003751,remain,auth,14,2
845,1003751,remain,auth,15,2
846,1003751,remain,auth,16,4
847,1003751,remain,auth,17,2
848,1003751,remain,auth,18,6
849,1003751,remain,auth,19,3
850,1003751,remain,auth,20,3
851,1003751,remain,auth,21,2
852,1003752,remain,dom,1,4
853,1003752,remain,dom,2,2
854,1003752,remain,dom,3,3
855,1003752,remain,dom,4,1
856,1003752,remain,dom,5,1
857,1003752,remain,dom,6,1
858,1003752,remain,dom,7,2
859,1003752,remain,dom,8,3
860,1003752,remain,dom,9,1
861,1003752,remain,dom,10,4
862,1003752,remain,dom,11,2
863,1003752,remain,dom,12,1
864,1003752,remain,dom,13,4
865,1003752,remain,dom,14,7
866,1003752,remain,dom,15,2
867,1003752,remain,dom,16,1
868,1003752,remain,auth,1,1
869,1003752,remain,auth,2,4
870,1003752,remain,auth,3,5
871,1003752,remain,auth,4,4
872,1003752,remain,auth,5,4
