subj,sex,medit,block,trial,word,pic,congru,acc,rt
3,male,meditate,1,21,stapler,dog,incong,0,352
3,male,meditate,1,22,bus,cherry,incong,1,349
3,male,meditate,1,23,spoon,NA,neutral,1,447
3,male,meditate,1,24,car,car,cong,1,483
3,male,meditate,1,25,drill,drill,cong,0,494
3,male,meditate,1,26,lemon,NA,neutral,1,479
3,male,meditate,1,27,dog,dog,cong,1,481
3,male,meditate,1,28,fork,fork,cong,1,484
3,male,meditate,1,29,shoe,shoe,cong,1,444
3,male,meditate,1,30,orange,tree,incong,1,385
3,male,meditate,2,31,star,star,cong,1,525
3,male,meditate,2,32,tree,scissors,incong,1,396
3,male,meditate,2,33,car,NA,neutral,1,432
3,male,meditate,2,34,dog,cat,incong,1,332
3,male,meditate,2,35,horse,NA,neutral,1,375
3,male,meditate,2,36,moon,hat,incong,1,408
3,male,meditate,2,37,shoe,NA,neutral,1,333
3,male,meditate,2,38,tree,tree,cong,1,375
3,male,meditate,2,39,burger,bus,incong,1,284
3,male,meditate,2,40,orange,orange,cong,1,519
3,male,meditate,2,41,orange,NA,neutral,1,338
3,male,meditate,2,42,pizza,NA,neutral,1,553
3,male,meditate,2,43,cherry,cherry,cong,1,419
3,male,meditate,2,44,scissors,carrot,incong,1,376
3,male,meditate,2,45,carrot,NA,neutral,1,392
3,male,meditate,2,46,hat,hat,cong,1,456
3,male,meditate,2,47,fork,plate,incong,1,318
3,male,meditate,2,48,spoon,spoon,cong,1,409
3,male,meditate,2,49,drill,NA,neutral,1,353
3,male,meditate,2,50,ball,ball,cong,1,427
3,male,meditate,2,51,carrot,apple,incong,1,473
3,male,meditate,2,52,cherry,drill,incong,1,301
3,male,meditate,2,53,bus,bus,cong,1,381
3,male,meditate,2,54,plate,hammer,incong,1,417
3,male,meditate,2,55,apple,NA,neutral,1,472
3,male,meditate,2,56,church,shoe,incong,1,347
3,male,meditate,2,57,dog,NA,neutral,1,523
3,male,meditate,2,58,boat,boat,cong,1,388
3,male,meditate,2,59,stapler,NA,neutral,1,364
3,male,meditate,2,60,drill,boat,incong,1,370
3,male,meditate,3,61,horse,horse,cong,1,605
3,male,meditate,3,62,apple,stapler,incong,1,331
3,male,meditate,3,63,tree,NA,neutral,1,335
3,male,meditate,3,64,scissors,scissors,cong,1,364
3,male,meditate,3,65,shoe,lemon,incong,1,347
3,male,meditate,3,66,ball,NA,neutral,1,315
3,male,meditate,3,67,plate,plate,cong,1,407
3,male,meditate,3,68,apple,apple,cong,1,405
3,male,meditate,3,69,bus,NA,neutral,0,432
3,male,meditate,3,70,cup,cup,cong,1,436
3,male,meditate,3,71,cup,cake,incong,1,369
3,male,meditate,3,72,cake,cake,cong,1,361
3,male,meditate,3,73,car,church,incong,1,314
3,male,meditate,3,74,horse,moon,incong,1,294
3,male,meditate,3,75,cat,cat,cong,1,380
3,male,meditate,3,76,hammer,hammer,cong,1,625
3,male,meditate,3,77,cat,NA,neutral,1,328
3,male,meditate,3,78,anchor,burger,incong,1,319
3,male,meditate,3,79,stapler,stapler,cong,1,407
3,male,meditate,3,80,pizza,horse,incong,1,382
3,male,meditate,3,81,moon,moon,cong,1,373
3,male,meditate,3,82,pizza,pizza,cong,1,395
3,male,meditate,3,83,lemon,lemon,cong,1,385
3,male,meditate,3,84,cake,NA,neutral,1,475
3,male,meditate,3,85,cherry,NA,neutral,1,385
3,male,meditate,3,86,ball,fork,incong,1,368
3,male,meditate,3,87,scissors,NA,neutral,1,321
3,male,meditate,3,88,church,church,cong,1,454
3,male,meditate,3,89,cat,car,incong,1,308
3,male,meditate,3,90,hat,NA,neutral,1,399
4,male,meditate,1,1,dog,dog,cong,1,413
4,male,meditate,1,2,bus,bus,cong,1,435
4,male,meditate,1,3,bus,NA,neutral,1,400
4,male,meditate,1,4,carrot,NA,neutral,1,408
4,male,meditate,1,5,plate,NA,neutral,0,403
4,male,meditate,1,6,cake,burger,incong,1,341
4,male,meditate,1,7,carrot,spoon,incong,1,328
4,male,meditate,1,8,ball,apple,incong,1,395
4,male,meditate,1,9,ball,ball,cong,1,455
4,male,meditate,1,10,car,NA,neutral,1,395
4,male,meditate,1,11,burger,hammer,incong,1,330
4,male,meditate,1,12,pizza,car,incong,1,436
4,male,meditate,1,13,cat,NA,neutral,1,451
4,male,meditate,1,14,car,car,cong,1,466
4,male,meditate,1,15,horse,cake,incong,0,323
4,male,meditate,1,16,church,tree,incong,1,367
4,male,meditate,1,17,cup,cup,cong,0,443
4,male,meditate,1,18,car,moon,incong,1,328
4,male,meditate,1,19,drill,NA,neutral,0,381
4,male,meditate,1,20,cat,cat,cong,1,439
4,male,meditate,1,21,stapler,stapler,cong,1,405
4,male,meditate,1,22,boat,boat,cong,1,516
4,male,meditate,1,23,horse,NA,neutral,1,376
4,male,meditate,1,24,fork,fork,cong,1,444
4,male,meditate,1,25,boat,NA,neutral,1,359
4,male,meditate,1,26,cat,hat,incong,1,347
4,male,meditate,1,27,burger,NA,neutral,1,405
4,male,meditate,1,28,scissors,lemon,incong,1,474
4,male,meditate,1,29,anchor,church,incong,1,400
4,male,meditate,1,30,scissors,NA,neutral,1,358
4,male,meditate,2,31,burger,burger,cong,1,313
4,male,meditate,2,32,moon,NA,neutral,1,316
4,male,meditate,2,33,drill,cherry,incong,1,512
4,male,meditate,2,34,tree,shoe,incong,1,250
4,male,meditate,2,35,shoe,stapler,incong,1,267
4,male,meditate,2,36,dog,NA,neutral,1,416
4,male,meditate,2,37,fork,NA,neutral,1,326
4,male,meditate,2,38,stapler,NA,neutral,0,405
4,male,meditate,2,39,apple,apple,cong,1,498
4,male,meditate,2,40,orange,orange,cong,1,449
4,male,meditate,2,41,church,NA,neutral,1,378
4,male,meditate,2,42,anchor,anchor,cong,1,394
4,male,meditate,2,43,carrot,carrot,cong,1,347
4,male,meditate,2,44,hammer,NA,neutral,1,413
4,male,meditate,2,45,cup,NA,neutral,1,276
4,male,meditate,2,46,cake,NA,neutral,1,399
4,male,meditate,2,47,cherry,boat,incong,1,291
4,male,meditate,2,48,dog,cup,incong,1,528
4,male,meditate,2,49,lemon,ball,incong,1,269
4,male,meditate,2,50,spoon,spoon,cong,1,375
4,male,meditate,2,51,hammer,fork,incong,1,339
4,male,meditate,2,52,apple,NA,neutral,1,299
4,male,meditate,2,53,plate,star,incong,1,338
4,male,meditate,2,54,moon,moon,cong,1,389
4,male,meditate,2,55,lemon,lemon,cong,1,464
4,male,meditate,2,56,star,star,cong,0,435
4,male,meditate,2,57,cherry,NA,neutral,1,371
4,male,meditate,2,58,star,cat,incong,1,248
4,male,meditate,2,59,church,church,cong,1,377
4,male,meditate,2,60,cup,carrot,incong,1,247
4,male,meditate,3,61,orange,NA,neutral,1,304
4,male,meditate,3,62,star,NA,neutral,1,400
4,male,meditate,3,63,fork,orange,incong,1,285
4,male,meditate,3,64,hat,scissors,incong,1,450
4,male,meditate,3,65,shoe,NA,neutral,1,454
4,male,meditate,3,66,moon,anchor,incong,1,345
4,male,meditate,3,67,bus,horse,incong,1,317
4,male,meditate,3,68,drill,drill,cong,1,331
4,male,meditate,3,69,spoon,drill,incong,1,374
4,male,meditate,3,70,shoe,shoe,cong,1,380
4,male,meditate,3,71,tree,NA,neutral,0,354
4,male,meditate,3,72,lemon,NA,neutral,1,345
4,male,meditate,3,73,boat,dog,incong,1,284
4,male,meditate,3,74,hammer,hammer,cong,1,545
4,male,meditate,3,75,orange,bus,incong,1,311
4,male,meditate,3,76,tree,tree,cong,1,338
4,male,meditate,3,77,cake,cake,cong,1,385
4,male,meditate,3,78,pizza,NA,neutral,0,352
4,male,meditate,3,79,hat,NA,neutral,1,421
4,male,meditate,3,80,anchor,NA,neutral,1,469
4,male,meditate,3,81,plate,plate,cong,1,530
4,male,meditate,3,82,stapler,pizza,incong,1,390
4,male,meditate,3,83,apple,plate,incong,1,245
4,male,meditate,3,84,spoon,NA,neutral,1,460
4,male,meditate,3,85,pizza,pizza,cong,0,332
4,male,meditate,3,86,scissors,scissors,cong,0,435
4,male,meditate,3,87,ball,NA,neutral,1,349
4,male,meditate,3,88,horse,horse,cong,1,395
4,male,meditate,3,89,cherry,cherry,cong,1,512
4,male,meditate,3,90,hat,hat,cong,1,383
5,male,meditate,1,1,moon,bus,incong,1,466
5,male,meditate,1,2,ball,cup,incong,0,416
5,male,meditate,1,3,hammer,hammer,cong,1,428
5,male,meditate,1,4,cat,cat,cong,1,409
5,male,meditate,1,5,hammer,NA,neutral,1,438
5,male,meditate,1,6,bus,cake,incong,1,402
5,male,meditate,1,7,carrot,NA,neutral,1,410
5,male,meditate,1,8,fork,cat,incong,1,401
5,male,meditate,1,9,car,NA,neutral,1,441
5,male,meditate,1,10,cake,cake,cong,0,441
5,male,meditate,1,11,drill,NA,neutral,1,435
5,male,meditate,1,12,anchor,NA,neutral,0,488
5,male,meditate,1,13,cake,orange,incong,1,427
5,male,meditate,1,14,burger,burger,cong,1,484
5,male,meditate,1,15,moon,NA,neutral,1,406
5,male,meditate,1,16,orange,orange,cong,1,462
5,male,meditate,1,17,pizza,boat,incong,1,437
5,male,meditate,1,18,boat,NA,neutral,1,434
5,male,meditate,1,19,horse,horse,cong,1,460
5,male,meditate,1,20,bus,bus,cong,1,473
5,male,meditate,1,21,dog,dog,cong,1,442
5,male,meditate,1,22,horse,spoon,incong,1,441
5,male,meditate,1,23,scissors,pizza,incong,1,424
5,male,meditate,1,24,apple,anchor,incong,1,414
5,male,meditate,1,25,lemon,lemon,cong,1,442
5,male,meditate,1,26,church,lemon,incong,0,435
5,male,meditate,1,27,moon,moon,cong,1,427
5,male,meditate,1,28,cup,NA,neutral,1,421
5,male,meditate,1,29,orange,car,incong,1,389
5,male,meditate,1,30,orange,NA,neutral,1,408
5,male,meditate,2,31,cup,church,incong,0,445
5,male,meditate,2,32,carrot,carrot,cong,1,471
5,male,meditate,2,33,spoon,spoon,cong,1,386
5,male,meditate,2,34,car,moon,incong,1,471
5,male,meditate,2,35,dog,hat,incong,1,317
5,male,meditate,2,36,lemon,NA,neutral,1,498
5,male,meditate,2,37,shoe,NA,neutral,1,437
5,male,meditate,2,38,scissors,NA,neutral,1,444
5,male,meditate,2,39,anchor,anchor,cong,1,493
5,male,meditate,2,40,burger,plate,incong,1,370
5,male,meditate,2,41,hammer,stapler,incong,1,527
5,male,meditate,2,42,tree,NA,neutral,1,394
5,male,meditate,2,43,cup,cup,cong,1,364
5,male,meditate,2,44,ball,NA,neutral,1,355
5,male,meditate,2,45,stapler,NA,neutral,1,412
5,male,meditate,2,46,church,church,cong,1,475
5,male,meditate,2,47,star,star,cong,1,392
5,male,meditate,2,48,stapler,tree,incong,1,538
5,male,meditate,2,49,dog,NA,neutral,1,636
5,male,meditate,2,50,plate,plate,cong,1,361
5,male,meditate,2,51,cake,NA,neutral,1,448
5,male,meditate,2,52,carrot,burger,incong,1,382
5,male,meditate,2,53,cat,NA,neutral,1,536
5,male,meditate,2,54,shoe,shoe,cong,1,544
5,male,meditate,2,55,church,NA,neutral,1,430
5,male,meditate,2,56,plate,NA,neutral,1,405
5,male,meditate,2,57,lemon,drill,incong,1,317
5,male,meditate,2,58,pizza,NA,neutral,1,359
5,male,meditate,2,59,scissors,scissors,cong,1,411
5,male,meditate,2,60,boat,boat,cong,1,484
5,male,meditate,3,61,spoon,NA,neutral,1,456
5,male,meditate,3,62,star,NA,neutral,1,547
5,male,meditate,3,63,ball,ball,cong,1,519
5,male,meditate,3,64,cherry,NA,neutral,1,411
5,male,meditate,3,65,apple,NA,neutral,0,450
5,male,meditate,3,66,cherry,cherry,cong,1,529
5,male,meditate,3,67,stapler,stapler,cong,1,360
5,male,meditate,3,68,fork,fork,cong,1,441
5,male,meditate,3,69,apple,apple,cong,1,428
5,male,meditate,3,70,plate,scissors,incong,1,444
5,male,meditate,3,71,horse,NA,neutral,1,416
5,male,meditate,3,72,boat,dog,incong,1,424
5,male,meditate,3,73,pizza,pizza,cong,1,356
5,male,meditate,3,74,anchor,fork,incong,1,541
5,male,meditate,3,75,burger,NA,neutral,1,464
5,male,meditate,3,76,drill,drill,cong,1,479
5,male,meditate,3,77,spoon,apple,incong,1,469
5,male,meditate,3,78,fork,NA,neutral,1,394
5,male,meditate,3,79,tree,tree,cong,1,400
5,male,meditate,3,80,shoe,star,incong,1,568
5,male,meditate,3,81,hat,cherry,incong,1,601
5,male,meditate,3,82,drill,shoe,incong,1,323
5,male,meditate,3,83,hat,hat,cong,1,376
5,male,meditate,3,84,car,car,cong,0,452
5,male,meditate,3,85,star,horse,incong,1,438
5,male,meditate,3,86,cat,carrot,incong,0,470
5,male,meditate,3,87,cherry,hammer,incong,1,413
5,male,meditate,3,88,tree,ball,incong,1,382
5,male,meditate,3,89,hat,NA,neutral,1,410
5,male,meditate,3,90,bus,NA,neutral,1,443
6,male,meditate,1,1,cat,moon,incong,1,318
6,male,meditate,1,2,boat,NA,neutral,1,388
6,male,meditate,1,3,drill,NA,neutral,1,437
6,male,meditate,1,4,shoe,shoe,cong,1,513
6,male,meditate,1,5,cake,horse,incong,1,302
6,male,meditate,1,6,fork,fork,cong,1,462
6,male,meditate,1,7,hat,NA,neutral,1,407
6,male,meditate,1,8,orange,orange,cong,1,452
6,male,meditate,1,9,apple,NA,neutral,1,366
6,male,meditate,1,10,fork,NA,neutral,1,351
6,male,meditate,1,11,cup,cup,cong,1,423
6,male,meditate,1,12,plate,carrot,incong,1,231
6,male,meditate,1,13,star,star,cong,1,436
6,male,meditate,1,14,carrot,NA,neutral,1,397
6,male,meditate,1,15,dog,dog,cong,0,439
6,male,meditate,1,16,boat,boat,cong,1,503
6,male,meditate,1,17,hat,stapler,incong,1,490
6,male,meditate,1,18,plate,NA,neutral,1,363
6,male,meditate,1,19,burger,tree,incong,1,378
6,male,meditate,1,20,dog,church,incong,1,286
6,male,meditate,1,21,star,NA,neutral,1,380
6,male,meditate,1,22,fork,pizza,incong,1,247
6,male,meditate,1,23,scissors,scissors,cong,1,450
6,male,meditate,1,24,boat,car,incong,1,324
6,male,meditate,1,25,lemon,drill,incong,1,248
6,male,meditate,1,26,drill,fork,incong,1,242
6,male,meditate,1,27,spoon,star,incong,1,257
6,male,meditate,1,28,apple,apple,cong,1,509
6,male,meditate,1,29,cake,NA,neutral,1,374
6,male,meditate,1,30,church,church,cong,1,421
6,male,meditate,2,31,drill,drill,cong,1,361
6,male,meditate,2,32,car,NA,neutral,1,361
6,male,meditate,2,33,hammer,hammer,cong,1,498
6,male,meditate,2,34,cup,hammer,incong,1,168
6,male,meditate,2,35,lemon,lemon,cong,1,337
6,male,meditate,2,36,stapler,stapler,cong,1,390
6,male,meditate,2,37,anchor,NA,neutral,1,448
6,male,meditate,2,38,moon,moon,cong,1,534
6,male,meditate,2,39,car,car,cong,1,452
6,male,meditate,2,40,shoe,NA,neutral,1,474
6,male,meditate,2,41,anchor,bus,incong,1,309
6,male,meditate,2,42,cake,cake,cong,1,393
6,male,meditate,2,43,ball,NA,neutral,1,313
6,male,meditate,2,44,tree,NA,neutral,1,385
6,male,meditate,2,45,hammer,NA,neutral,1,320
6,male,meditate,2,46,anchor,anchor,cong,1,363
6,male,meditate,2,47,scissors,orange,incong,1,452
6,male,meditate,2,48,orange,NA,neutral,1,361
6,male,meditate,2,49,ball,cat,incong,1,246
6,male,meditate,2,50,orange,cake,incong,1,165
6,male,meditate,2,51,horse,NA,neutral,1,277
6,male,meditate,2,52,tree,tree,cong,1,582
6,male,meditate,2,53,cat,NA,neutral,0,282
6,male,meditate,2,54,shoe,ball,incong,1,231
6,male,meditate,2,55,ball,ball,cong,1,551
6,male,meditate,2,56,spoon,NA,neutral,0,368
6,male,meditate,2,57,bus,bus,cong,1,368
6,male,meditate,2,58,cup,NA,neutral,1,307
6,male,meditate,2,59,cherry,NA,neutral,1,431
6,male,meditate,2,60,cherry,dog,incong,1,276
6,male,meditate,3,61,horse,horse,cong,1,347
6,male,meditate,3,62,star,lemon,incong,1,189
6,male,meditate,3,63,spoon,spoon,cong,1,372
6,male,meditate,3,64,burger,burger,cong,1,452
6,male,meditate,3,65,carrot,carrot,cong,1,396
6,male,meditate,3,66,burger,NA,neutral,1,396
6,male,meditate,3,67,apple,shoe,incong,1,207
6,male,meditate,3,68,carrot,plate,incong,1,312
6,male,meditate,3,69,pizza,NA,neutral,1,344
6,male,meditate,3,70,stapler,NA,neutral,0,392
6,male,meditate,3,71,cat,cat,cong,1,357
6,male,meditate,3,72,pizza,pizza,cong,1,548
6,male,meditate,3,73,horse,hat,incong,1,174
6,male,meditate,3,74,car,cherry,incong,1,167
6,male,meditate,3,75,church,NA,neutral,1,434
6,male,meditate,3,76,lemon,NA,neutral,1,263
6,male,meditate,3,77,cherry,cherry,cong,1,388
6,male,meditate,3,78,pizza,anchor,incong,1,199
6,male,meditate,3,79,church,burger,incong,1,216
6,male,meditate,3,80,moon,spoon,incong,1,244
6,male,meditate,3,81,plate,plate,cong,1,494
6,male,meditate,3,82,stapler,apple,incong,1,268
6,male,meditate,3,83,hat,hat,cong,1,534
6,male,meditate,3,84,moon,NA,neutral,1,417
6,male,meditate,3,85,scissors,NA,neutral,1,376
6,male,meditate,3,86,hammer,boat,incong,1,156
6,male,meditate,3,87,dog,NA,neutral,1,424
6,male,meditate,3,88,bus,NA,neutral,1,358
6,male,meditate,3,89,tree,cup,incong,1,325
6,male,meditate,3,90,bus,scissors,incong,1,340
7,male,meditate,1,1,burger,bus,incong,1,722
7,male,meditate,1,2,bus,spoon,incong,1,636
