"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_facetest_response","correct_instructions","correct_sexrating_response","count_blank100","count_exemplarsequence","count_experiment","count_exposure","count_exposuresequence","count_faceexpose","count_facetest","count_facetest_response","count_instructions","count_logger","count_notes","count_sexrating","count_sexrating_response","count_test","count_testinstructions","datetime","description","disable_garbage_collection","experiment_file","experiment_path","faceno","fname","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_exposure","logfile","mouse_backend","opensesame_codename","opensesame_version","phase","repeat_cycle","response","response_facetest_response","response_instructions","response_sexrating_response","response_testinstructions","response_time","response_time_facetest_response","response_time_instructions","response_time_sexrating_response","response_time_testinstructions","round_decimals","sampler_backend","shifttype","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","synth_backend","time_blank100","time_exemplarsequence","time_experiment","time_exposure","time_exposuresequence","time_faceexpose","time_facetest","time_facetest_response","time_instructions","time_logger","time_notes","time_sexrating","time_sexrating_response","time_test","time_testinstructions","title","total_correct","total_response_time","total_responses","transparent_variables","type","uniform_coordinates","width","xshift","yshift"
"undefined","undefined","488.727272727","488.727272727","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","10","NA","0","0","10","10","NA","NA","0","10","0","10","10","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","8","0880.png","no","mono","no","18","no","black","no","no","1080","legacy","10","10","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","5","NA","space","5","NA","415","NA","922","415","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","18710","NA","686","1619","18707","18814","NA","NA","696","20233","NA","19817","19818","NA","NA","Feature Shift Prototypes","0","5376","11","no","NA","no","1920","8","0"
"undefined","undefined","495.166666667","495.166666667","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","11","NA","0","0","11","11","NA","NA","0","11","0","11","11","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","8","0880.png","no","mono","no","18","no","black","no","no","1080","legacy","11","11","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","4","NA","space","4","NA","566","NA","922","566","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","20315","NA","686","1619","20312","20418","NA","NA","696","21987","NA","21420","21421","NA","NA","Feature Shift Prototypes","0","5942","12","no","NA","no","1920","8","0"
"undefined","undefined","490.692307692","490.692307692","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","12","NA","0","0","12","12","NA","NA","0","12","0","12","12","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","7","0708.png","no","mono","no","18","no","black","no","no","1080","legacy","12","12","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","7","NA","space","7","NA","437","NA","922","437","NA","2","legacy","vertical","1024","2","48000","-16","experiment","12","even","legacy","22090","NA","686","1619","22087","22194","NA","NA","696","23635","NA","23197","23197","NA","NA","Feature Shift Prototypes","0","6379","13","no","NA","no","1920","0","8"
"undefined","undefined","489.357142857","489.357142857","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","13","NA","0","0","13","13","NA","NA","0","13","0","13","13","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","2","02-80.png","no","mono","no","18","no","black","no","no","1080","legacy","13","13","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","6","NA","space","6","NA","472","NA","922","472","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","23719","NA","686","1619","23716","23821","NA","NA","696","25298","NA","24825","24825","NA","NA","Feature Shift Prototypes","0","6851","14","no","NA","no","1920","-8","0"
"undefined","undefined","483.333333333","483.333333333","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","14","NA","0","0","14","14","NA","NA","0","14","0","14","14","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","3","030-8.png","no","mono","no","18","no","black","no","no","1080","legacy","14","14","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","4","NA","space","4","NA","399","NA","922","399","NA","2","legacy","vertical","1024","2","48000","-16","experiment","12","even","legacy","25385","NA","686","1619","25382","25487","NA","NA","696","26890","NA","26490","26491","NA","NA","Feature Shift Prototypes","0","7250","15","no","NA","no","1920","0","-8"
"undefined","undefined","480.875","480.875","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","15","NA","0","0","15","15","NA","NA","0","15","0","15","15","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","2","02-80.png","no","mono","no","18","no","black","no","no","1080","legacy","15","15","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","5","NA","space","5","NA","444","NA","922","444","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","26972","NA","686","1619","26969","27075","NA","NA","696","28523","NA","28077","28078","NA","NA","Feature Shift Prototypes","0","7694","16","no","NA","no","1920","-8","0"
"undefined","undefined","478.882352941","478.882352941","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","16","NA","0","0","16","16","NA","NA","0","16","0","16","16","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","4","04-80.png","no","mono","no","18","no","black","no","no","1080","legacy","16","16","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","6","NA","space","6","NA","447","NA","922","447","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","28616","NA","686","1619","28613","28719","NA","NA","696","30169","NA","29721","29722","NA","NA","Feature Shift Prototypes","0","8141","17","no","NA","no","1920","-8","0"
"undefined","undefined","473.833333333","473.833333333","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","17","NA","0","0","17","17","NA","NA","0","17","0","17","17","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","7","070-8.png","no","mono","no","18","no","black","no","no","1080","legacy","17","17","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","7","NA","space","7","NA","388","NA","922","388","NA","2","legacy","vertical","1024","2","48000","-16","experiment","12","even","legacy","30250","NA","686","1619","30247","30355","NA","NA","696","31746","NA","31357","31358","NA","NA","Feature Shift Prototypes","0","8529","18","no","NA","no","1920","0","-8"
"undefined","undefined","469.263157895","469.263157895","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","18","NA","0","0","18","18","NA","NA","0","18","0","18","18","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","1","010-8.png","no","mono","no","18","no","black","no","no","1080","legacy","18","18","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","4","NA","space","4","NA","387","NA","922","387","NA","2","legacy","vertical","1024","2","48000","-16","experiment","12","even","legacy","31829","NA","686","1619","31826","31931","NA","NA","696","33322","NA","32934","32934","NA","NA","Feature Shift Prototypes","0","8916","19","no","NA","no","1920","0","-8"
"undefined","undefined","468.9","468.9","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","19","NA","0","0","19","19","NA","NA","0","19","0","19","19","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","4","0480.png","no","mono","no","18","no","black","no","no","1080","legacy","19","19","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","5","NA","space","5","NA","462","NA","922","462","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","33411","NA","686","1619","33408","33513","NA","NA","696","34979","NA","34515","34516","NA","NA","Feature Shift Prototypes","0","9378","20","no","NA","no","1920","8","0"
"undefined","undefined","467","467","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","20","NA","0","0","20","20","NA","NA","0","20","0","20","20","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","5","0508.png","no","mono","no","18","no","black","no","no","1080","legacy","20","20","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","7","NA","space","7","NA","429","NA","922","429","NA","2","legacy","vertical","1024","2","48000","-16","experiment","12","even","legacy","35083","NA","686","1619","35080","35185","NA","NA","696","36618","NA","36188","36189","NA","NA","Feature Shift Prototypes","0","9807","21","no","NA","no","1920","0","8"
"undefined","undefined","524.863636364","524.863636364","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","21","NA","0","0","21","21","NA","NA","0","21","0","21","21","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","8","08-80.png","no","mono","no","18","no","black","no","no","1080","legacy","21","21","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","4","NA","space","4","NA","1740","NA","922","1740","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","36707","NA","686","1619","36704","36810","NA","NA","696","39554","NA","37813","37814","NA","NA","Feature Shift Prototypes","0","11547","22","no","NA","no","1920","-8","0"
"undefined","undefined","620.173913043","620.173913043","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","22","NA","0","0","22","22","NA","NA","0","22","0","22","22","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","6","0680.png","no","mono","no","18","no","black","no","no","1080","legacy","22","22","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","6","NA","space","6","NA","2717","NA","922","2717","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","39636","NA","686","1619","39633","39738","NA","NA","696","43458","NA","40741","40741","NA","NA","Feature Shift Prototypes","0","14264","23","no","NA","no","1920","8","0"
"undefined","undefined","612.291666667","612.291666667","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","23","NA","0","0","23","23","NA","NA","0","23","0","23","23","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","8","08-80.png","no","mono","no","18","no","black","no","no","1080","legacy","23","23","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","5","NA","space","5","NA","431","NA","922","431","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","43553","NA","686","1619","43550","43655","NA","NA","696","45089","NA","44657","44658","NA","NA","Feature Shift Prototypes","0","14695","24","no","NA","no","1920","-8","0"
"undefined","undefined","600.2","600.2","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","24","NA","0","0","24","24","NA","NA","0","24","0","24","24","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","3","0308.png","no","mono","no","18","no","black","no","no","1080","legacy","24","24","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","7","NA","space","7","NA","310","NA","922","310","NA","2","legacy","vertical","1024","2","48000","-16","experiment","12","even","legacy","45172","NA","686","1619","45169","45274","NA","NA","696","46586","NA","46276","46276","NA","NA","Feature Shift Prototypes","0","15005","25","no","NA","no","1920","0","8"
"undefined","undefined","591.769230769","591.769230769","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","25","NA","0","0","25","25","NA","NA","0","25","0","25","25","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","7","0708.png","no","mono","no","18","no","black","no","no","1080","legacy","25","25","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","4","NA","space","4","NA","381","NA","922","381","NA","2","legacy","vertical","1024","2","48000","-16","experiment","12","even","legacy","46667","NA","686","1619","46664","46769","NA","NA","696","48153","NA","47771","47772","NA","NA","Feature Shift Prototypes","0","15386","26","no","NA","no","1920","0","8"
"undefined","undefined","588.222222222","588.222222222","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","26","NA","0","0","26","26","NA","NA","0","26","0","26","26","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","4","0480.png","no","mono","no","18","no","black","no","no","1080","legacy","26","26","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","6","NA","space","6","NA","496","NA","922","496","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","48235","NA","686","1619","48232","48337","NA","NA","696","49837","NA","49339","49340","NA","NA","Feature Shift Prototypes","0","15882","27","no","NA","no","1920","8","0"
"undefined","undefined","583.928571429","583.928571429","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","27","NA","0","0","27","27","NA","NA","0","27","0","27","27","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","2","0280.png","no","mono","no","18","no","black","no","no","1080","legacy","27","27","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","4","NA","space","4","NA","468","NA","922","468","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","49932","NA","686","1619","49929","50035","NA","NA","696","51506","NA","51037","51038","NA","NA","Feature Shift Prototypes","0","16350","28","no","NA","no","1920","8","0"
"undefined","undefined","577.689655172","577.689655172","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","28","NA","0","0","28","28","NA","NA","0","28","0","28","28","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","4","04-80.png","no","mono","no","18","no","black","no","no","1080","legacy","28","28","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","7","NA","space","7","NA","403","NA","922","403","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","51589","NA","686","1619","51586","51691","NA","NA","696","53097","NA","52694","52694","NA","NA","Feature Shift Prototypes","0","16753","29","no","NA","no","1920","-8","0"
"undefined","undefined","571.4","571.4","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","29","NA","0","0","29","29","NA","NA","0","29","0","29","29","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","2","0280.png","no","mono","no","18","no","black","no","no","1080","legacy","29","29","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","4","NA","space","4","NA","389","NA","922","389","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","53179","NA","686","1619","53177","53282","NA","NA","696","54674","NA","54285","54285","NA","NA","Feature Shift Prototypes","0","17142","30","no","NA","no","1920","8","0"
"undefined","undefined","565.387096774","565.387096774","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","30","NA","0","0","30","30","NA","NA","0","30","0","30","30","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","1","010-8.png","no","mono","no","18","no","black","no","no","1080","legacy","30","30","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","7","NA","space","7","NA","385","NA","922","385","NA","2","legacy","vertical","1024","2","48000","-16","experiment","12","even","legacy","54767","NA","686","1619","54764","54869","NA","NA","696","56257","NA","55871","55872","NA","NA","Feature Shift Prototypes","0","17527","31","no","NA","no","1920","0","-8"
"undefined","undefined","563.8125","563.8125","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","31","NA","0","0","31","31","NA","NA","0","31","0","31","31","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","3","030-8.png","no","mono","no","18","no","black","no","no","1080","legacy","31","31","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","4","NA","space","4","NA","515","NA","922","515","NA","2","legacy","vertical","1024","2","48000","-16","experiment","12","even","legacy","56339","NA","686","1619","56336","56441","NA","NA","696","57959","NA","57443","57443","NA","NA","Feature Shift Prototypes","0","18042","32","no","NA","no","1920","0","-8"
"undefined","undefined","600.575757576","600.575757576","white","no","legacy","legacy","legacy","0","relative","undefined","undefined","undefined","undefined","32","0","0","0","31","31","0","0","0","32","0","31","31","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","4","0400.png","no","mono","no","18","no","black","no","no","1080","legacy","0","31","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","test","0","4","4","space","4","space","1777","1777","922","515","3567","2","legacy","horizontal","1024","2","48000","-16","experiment","12","even","legacy","61611","61608","686","1619","56336","56441","61728","61737","696","63514","NA","57443","57443","61578","58011","Feature Shift Prototypes","0","19819","33","no","prototype","no","1920","0","0"
"undefined","undefined","603.588235294","603.588235294","white","no","legacy","legacy","legacy","0","relative","undefined","undefined","undefined","undefined","33","1","0","0","31","31","1","1","0","33","0","31","31","0","0","Thu 31 Oct 2019 11:43:21 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","3","030-12.png","no","mono","no","18","no","black","no","no","1080","legacy","1","31","/home/andy/svn/rmip/docs/openseslib/subject-12.csv","legacy","Kafkaesque Koffka","3.2.7","test","0","6","6","space","4","space","703","703","922","515","3567","2","legacy","vertical","1024","2","48000","-16","experiment","12","even","legacy","63587","63584","686","1619","56336","56441","63689","63690","696","64393","NA","57443","57443","61578","58011","Feature Shift Prototypes","0","20522","34","no","unseen","no","1920","0","-12"
